6 6 13 2 2 36
5 0 -2
1 1 0
2 1 0
3 0 -4
2 -1 0
1 -1 0
5 0 2
6 -2 0
4 -1 0
8 0 2
7 0 2
10 -3 0
9 -3 0
7 0 -2
11 0 -2
8 0 -2
12 0 -2
13 0 -4
4 3 0
6 4 0
5 0 2
1 1 0
2 1 0
3 0 4
2 -1 0
10 -1 0
1 -1 0
9 -1 0
5 0 -4
2 1 0
1 1 0
6 -3 0
3 0 -2
4 -3 0
12 0 2
8 0 2
